orb_radius,period
0.218,43.595791999999996
0.7048,228.77599999999998
0.05,4.3094269999999995
0.109,13.699086999999999
0.054000000000000006,4.921355
0.068,7.06424
0.069,6.919797999999999
0.13699999999999998,19.446355
0.078,7.810936999999999
0.152,21.347262
0.057999999999999996,5.03503
0.09699999999999999,10.945723
0.187,28.986769
2.7205,1107.5923
0.0514,8.68909
0.07200000000000001,8.180848
0.11,15.31299
0.1654,38.09722
0.4706,140.2524
2.026,1047.8356
0.10300000000000001,11.8728787
0.19699999999999998,31.578659000000002
0.07200000000000001,7.650253999999999
0.195,34.260281
0.0483,4.393163200000001
0.0684,7.406114
0.1405,21.803855
1.89,1071.2322800000002
0.055999999999999994,4.425391
0.11599999999999999,13.193242000000001
0.04,3.250619
0.062,6.195469
0.075,8.348125
0.105,13.767102
0.359,87.090195
0.02591,1.4857108
0.08,7.930592
0.131,16.665863
0.05,4.166972
0.098,11.463462
0.223,39.595519
0.04,2.940309
0.068,6.388996
0.11800000000000001,14.627119
0.21100000000000002,35.118736
0.048,4.263742
0.07400000000000001,8.005777
0.1,13.98179
0.214,44.000529
0.677,247.35372999999998
0.105,11.903514999999999
0.213,34.035257
0.057999999999999996,5.4330739999999995
0.102,12.759712
0.163,25.751974
0.085,9.576694
0.142,20.552802
0.397,96.678988
0.036000000000000004,2.7359259999999996
0.064,6.40013
0.0447,3.504725
0.0752,7.641589999999999
0.1172,14.85888
0.109,13.817124
0.22899999999999998,41.885775
0.04,3.137873
0.049,4.302149
0.096,9.825792
0.157,20.684342
0.064,5.687945
0.10300000000000001,11.637071
0.092,10.687576
0.141,20.303005
0.179,29.022358
0.026000000000000002,1.6329
0.139,20.729042
0.0343,3.8867906999999997
0.0451,7.267302000000001
0.0781,13.342996
0.11,22.407704000000003
0.43200000000000005,129.9441
0.059000000000000004,4.938864
0.099,10.640263000000001
0.032,2.061897
0.066,5.996553
0.08800000000000001,10.399931
0.13699999999999998,20.134866
0.03,2.0199990000000003
0.045,3.7630239999999997
0.087,9.939632000000001
0.128,17.738506
0.09,9.926746000000001
0.15,21.2234
0.106,11.38848
0.28600000000000003,50.697494
0.032,2.0922810000000003
0.131,17.308032
0.275,52.814972999999995
0.077,8.307872
0.19699999999999998,34.096863
0.138,20.739886
0.24,47.427737
0.06,5.599308000000001
0.09,10.349695
0.11900000000000001,15.677563000000001
0.16399999999999998,25.209715
0.131,17.790036999999998
0.259,49.567415999999994
0.158,23.637604
0.316,67.093408
0.0463,3.69611525
0.0949,10.85409089
0.3506,77.61130017
0.0639,6.09852281
0.1396,19.57758478
0.2055,34.94
0.08,8.594805000000001
0.09,10.222157000000001
0.175,25.672082999999997
0.573,151.884058
0.045,4.069426999999999
0.113,16.282493
0.043,3.162697
0.061,5.370647
0.1,11.32972
0.11699999999999999,14.400974
0.17300000000000001,25.660593
0.032,2.75564
0.122,20.306546
0.078,7.781986999999999
0.111,13.137471
0.163,23.44281
0.028999999999999998,1.6118649999999999
0.044000000000000004,3.071571
0.068,5.868075
0.054000000000000006,4.22864
0.079,7.466622999999999
0.10300000000000001,11.131786
0.132,16.259458
0.122,16.087845
0.231,41.749882
0.042717000000000005,2.78578
0.032,2.453234
0.07,7.972513
0.048,4.138575
0.062,6.04045
0.133,16.257582
0.207,31.805173999999997
0.036000000000000004,2.46236
0.057,4.822962
0.13,15.660544
0.19399999999999998,28.7798
0.084,9.360672000000001
0.113,14.667107999999999
0.185,30.864423
0.314,68.16101
0.079,7.693641
0.136,17.406669
0.065,5.374943
0.08900000000000001,8.586003999999999
0.046,3.6193370000000002
0.248,44.699576
0.057,4.5855120000000005
0.165,22.714613
0.272,47.903645000000004
0.8490000000000001,289.8623
0.046,4.159807
0.076,9.034199000000001
0.163,28.122396999999996
0.226,45.902733000000005
0.037000000000000005,2.795906
0.059000000000000004,5.690586
0.087,10.04156
0.13,18.369917
0.048,3.936981
0.091,10.08881
0.18,28.081912
0.038,3.132924
0.057999999999999996,5.925003
0.08900000000000001,11.349393
0.124,18.643577
0.055999999999999994,6.738975
0.111,18.794234
0.047,3.9409970000000003
0.057999999999999996,5.3495550000000005
0.076,8.109044
0.09,9.488014999999999
0.29,54.418693999999995
0.038,2.5665459999999998
0.052000000000000005,4.134444
0.10099999999999999,11.094286
0.062,6.252972
0.11699999999999999,16.068638
0.22,41.194912
0.075,7.1073
0.099,10.7421
0.124,15.274299
0.191,32.625555
0.38,91.77324200000001
0.07400000000000001,10.065275
0.114,19.271566
0.054000000000000006,4.431222
0.10099999999999999,11.379349000000001
0.077,8.472382000000001
0.287,60.418955000000004
0.04,2.711506
0.077,7.21205
0.037000000000000005,3.3402220000000002
0.065,7.824903999999999
0.122,20.060548
0.213,46.183669
0.065,8.295611
0.132,23.968127
0.05,4.715106
0.071,8.103636
0.034,2.0908759999999997
0.069,6.155557
0.115,13.233548999999998
0.095,11.763050999999999
0.268,56.228097999999996
0.08,8.1453
0.106,12.3335
0.051,4.244383999999999
0.138,18.998355
0.048,4.144495
0.07400000000000001,7.9535279999999995
0.094,12.718092
0.18899999999999997,36.065978
0.075,8.20395
0.109,14.496481
0.062,5.7154419999999995
0.142,20.026218
0.05,4.311792
0.087,9.767292
0.14,20.050401
0.071,7.490189999999999
0.124,17.460812
0.20199999999999999,36.277108
0.052000000000000005,4.60182
0.095,11.187161
0.042,3.33616
0.084,9.439452000000001
0.14,20.477912
0.066,6.308205
0.12300000000000001,16.239494
0.035,3.306539
0.057999999999999996,7.113702
0.09699999999999999,15.368459
0.048,4.148141000000001
0.069,7.156803999999999
0.127,17.648312
0.053,4.790936
0.122,16.514043
0.182,30.133001
0.40399999999999997,99.64016099999999
0.057999999999999996,6.668391000000001
0.08,10.848463
0.046,3.783986
0.08900000000000001,10.281951
0.13,18.119869
0.064,5.826662000000001
0.105,12.412183
0.139,18.746477
0.063,5.714606
0.092,9.946047
0.027000000000000003,1.620493
0.045,3.3880199999999996
0.064,5.8391720000000005
0.096,10.681572000000001
0.034,2.3826669999999996
0.066,6.581484
0.16,24.664551
0.10300000000000001,13.197220000000002
0.193,33.653079
0.079,8.115317
0.217,36.924931
0.039,3.5439190000000003
0.22,46.827915000000004
0.075,8.187399000000001
0.332,76.050178
0.08800000000000001,10.381227
0.156,24.570857999999998
0.10800000000000001,13.060855
0.152,21.853722
0.12,16.568087
0.242,47.332772999999996
0.249,40.806231
0.5660000000000001,140.10126100000002
0.069,6.846261999999999
0.127,17.028937
0.23600000000000002,43.130617
0.319,67.831024
0.071,6.61833
0.457,107.723601
0.037000000000000005,3.353728
0.06,6.87745
0.154,28.464515000000002
0.18,25.934138
0.391,83.446393
0.061,5.326718
0.081,8.127899000000001
0.11800000000000001,15.3348
0.191,31.3309
0.107,11.476094
0.18,25.262887
0.055999999999999994,5.217738
0.071,7.410935
0.038,2.9713529999999997
0.061,6.057342
0.091,10.937304
0.037000000000000005,2.936532
0.073,8.014927
0.10099999999999999,11.634788
0.204,33.197860999999996
0.098,10.300682
0.132,16.088134
0.22399999999999998,35.676062
0.11900000000000001,14.12841
0.207,30.160546000000004
0.294,51.078775
0.11199999999999999,12.309681
0.062,5.9123
0.081,8.9858
0.032,2.1395419999999996
0.055999999999999994,4.807091000000001
0.11699999999999999,14.646007999999998
0.215,36.337373
0.08199999999999999,9.220524000000001
0.106,13.638723
0.08199999999999999,11.008151
0.341,92.743711
0.10400000000000001,12.699149
0.213,37.514456
0.036000000000000004,2.633867
0.064,6.186676
0.027000000000000003,1.796302
0.042,3.468095
0.061,5.914323
0.17600000000000002,29.221289000000002
0.145,20.342199
0.24600000000000002,44.851896
0.065,6.097326
0.14,19.305772
0.287,56.633742000000005
0.21,34.545
0.51,125.8518
0.33,66.0634
0.11,14.589347
0.205,36.770309999999995
0.047,3.546511
0.065,5.700786
0.035,2.580827
0.045,3.715335
0.068,7.055679
0.09699999999999999,11.97901
0.141,20.834236999999998
0.14400000000000002,19.254196
0.28600000000000003,54.15574300000001
0.048,3.7012120000000004
0.071,6.6264
0.099,12.645164
0.142,21.526258
0.192,33.884054
0.079,10.864384
0.0521,5.841636599999999
0.11800000000000001,19.850291
0.16899999999999998,34.142109999999995
0.255,63.33626999999999
0.217,38.871826
0.336,74.920137
0.08,10.475464
0.136,22.928810000000002
0.305,77.47363299999999
0.04,2.9271279999999997
0.07,6.885875
0.11800000000000001,15.054785999999998
0.22,38.285489
0.18,29.33434
0.3,60.323105000000005
0.5,143.34394
0.094,10.446347
0.23199999999999998,40.714954999999996
0.036000000000000004,2.508553
0.06,5.419026000000001
0.11199999999999999,13.751242999999999
0.193,30.184103999999998
0.503,127.28218400000002
0.024,1.937055
0.057,7.061149
0.039,3.2957089999999996
0.054000000000000006,5.315946
0.08,9.653471000000001
0.121,16.738660999999997
0.05,4.646186
0.067,7.240193
0.12,17.326644
0.22699999999999998,44.840975
0.09,9.694927999999999
0.12300000000000001,15.38231
0.059000000000000004,5.923653
0.401,105.35638300000001
0.16,20.8613
0.26,42.6318
0.4,87.6451
0.111,13.930698000000001
0.281,56.47541999999999
0.392,92.876125
0.087,9.176092
0.145,19.738286
0.031,1.772419
0.153,19.747412
0.125,14.970417999999999
0.20800000000000002,32.273272999999996
0.035,2.4610689999999997
0.064,5.960392
0.402,96.101141
0.7909999999999999,265.469335
0.027000000000000003,2.240508
0.057999999999999996,6.8277660000000004
0.061,5.524242
0.083,8.77501
0.055999999999999994,4.662715
0.105,11.815007000000001
0.051,4.362705
0.069,6.941357000000001
0.191,31.781925
0.05,5.9012400000000005
0.09,8.7522
0.13,22.7802
0.033,2.8960000000000004
0.013000000000000001,0.7429600000000001
0.085,8.371554
0.142,17.934936999999998
0.057,4.915379
0.11,13.093921
0.027000000000000003,1.653888
0.051,4.337234
0.027999999999999997,1.6783270000000001
0.046,3.5538220000000003
0.05,4.385315
0.26,51.805611999999996
0.053,4.544439
0.105,12.762172
0.22,38.715185
0.032,2.248329
0.051,4.580358
0.066,6.766888000000001
0.028999999999999998,2.549575
0.047,5.212333
0.09,13.969457
0.061,7.416397
0.113,18.684737
0.0677,5.66793
0.1189,13.17562
0.1662,21.77596
0.2138,31.7844
0.2535,41.02902
0.075,8.259780000000001
0.11599999999999999,15.955387
0.065,8.457496
0.105,17.28111
0.159,32.134328000000004
0.07,7.626324
0.114,15.995622000000001
0.18899999999999997,34.21154
0.087,12.551158000000001
0.135,24.08821
0.061,5.470319
0.107,12.758005
0.168,25.098489999999998
0.075,6.5623309999999995
0.35600000000000004,67.84446899999999
0.033,2.024823
0.092,9.600000999999999
0.154,20.678772
0.045,3.2927809999999997
0.09300000000000001,9.693201
0.11699999999999999,13.726976
0.172,24.310856
0.257,44.431014000000005
0.055,4.977656
0.069,6.988055
0.091,10.558345
1.0896,288.822
0.134,14.844387
0.17800000000000002,22.824669
0.06,5.1955279999999995
0.08,8.01041
0.182,27.666313
0.242,42.473269
0.128,15.170318
0.185,26.234138
0.242,39.459357000000004
0.08800000000000001,8.96855
0.16699999999999998,23.22182
0.153,21.963945000000002
0.488,125.59680900000001
0.066,7.415563000000001
0.077,9.387427
0.071,6.511127
0.168,23.851549
0.11,12.79836
0.183,27.320871
0.076,7.056769999999999
0.138,17.265427
0.065,5.929778
0.105,12.247629
0.60347,131.458
0.10400000000000001,11.189561999999999
0.214,37.054919
0.287,57.248090000000005
0.085,10.05537
0.11800000000000001,16.332995
0.051,5.795278
0.065,8.410894
0.054000000000000006,5.47666
0.115,16.934402
0.146,24.209842000000002
0.102,11.031889999999999
0.179,25.762294
0.057,4.612696
0.115,13.121632
0.063,6.475434
0.12,16.85837
0.24600000000000002,49.499875
0.21,34.060466999999996
0.381,83.48836899999999
0.17800000000000002,25.563222
0.307,57.688019999999995
0.37200000000000005,77.095691
0.1153,13.839889999999999
0.1283,16.23855
0.044000000000000004,3.289672
0.075,7.186433999999999
0.086,8.486616
0.3,55.188023
0.087,10.327186
0.207,37.866281
0.048,3.6145680000000002
0.079,7.542427
0.107,11.932125
0.17800000000000002,25.745718
0.312,59.980627
0.098,10.664903
0.13699999999999998,17.784129
0.045,3.2819589999999996
0.11,12.516160000000001
0.201,37.815723999999996
0.253,53.578637
0.18600000000000003,26.84768
0.36,72.379334
0.03,2.732756
0.094,14.871572
0.054000000000000006,4.57953
0.14,19.02293
0.2,34.763278
0.313,67.96801500000001
0.075,6.849692
0.154,20.053763
0.201,30.092568
0.06,5.535309
0.126,16.725948000000002
0.028999999999999998,1.897806
0.042,3.282807
0.055999999999999994,5.028219
0.10099999999999999,12.125933999999999
0.141,19.986326000000002
0.057,4.920199
0.115,14.172327
0.109,12.509528999999999
0.182,27.014976
0.11199999999999999,16.092361
0.166,28.906009
0.152,20.09838
0.326,62.784696999999994
0.4632,105.59899999999999
0.05,3.930821
0.078,7.630004
0.066,5.629021
0.11699999999999999,13.391635
0.055,5.262155
0.09699999999999999,12.162701
0.095,12.904532000000001
0.172,31.200751
0.14800000000000002,22.597053
0.23600000000000002,45.348269
0.09699999999999999,10.043686
0.127,15.163160999999999
0.096,12.31043
0.155,25.193458
0.068,6.7916360000000005
0.098,11.837549000000001
0.036000000000000004,3.173315
0.09300000000000001,13.297004000000001
0.040999999999999995,3.244107
0.11,14.511429999999999
0.16399999999999998,21.08721
0.065,6.738088
0.10099999999999999,13.060022
0.08199999999999999,7.416755
0.161,20.485435
0.059000000000000004,5.3418529999999995
0.09300000000000001,10.423117999999999
0.091,9.182417
0.124,14.613612
0.083,8.005013
0.11,12.130686
0.061,7.054346000000001
0.177,34.989262
0.14400000000000002,22.250949
0.48,135.498527
0.044000000000000004,4.081423
0.087,11.419412
0.10300000000000001,14.425281
0.155,26.675690000000003
0.261,58.034616
0.0456,3.21346
0.08,6.873489999999999
0.087,9.024389
0.134,17.340823999999998
0.122,14.383035000000001
0.26899999999999996,47.318218
0.051,4.028751000000001
0.068,6.124821
0.087,8.921099
0.102,11.242861
0.076,7.031461999999999
0.297,54.280749
0.102,11.829851
0.11800000000000001,14.751166
0.095,10.613839
0.188,29.726682
0.031010000000000006,1.8555582
0.1226,17.833648
0.038,3.00516
0.02897,1.7208603999999998
0.3553,66.262
0.37,69.7546
1.68,675.47
0.0116,1.2137672
0.006,0.45328509
0.0154,1.8651689999999999
1.219,704.1984
0.08199999999999999,7.8914482999999995
0.03585,2.6843285
0.044000000000000004,3.3118644
0.73,223.3
0.0464,3.79701816
0.0414,3.21751883
0.091,10.290994
0.0433,3.52563254
0.046,3.0240949
0.2244,35.968
0.4757,110.979
0.0719,6.803
0.0847,8.703
0.1045,11.922
0.301,52.501129000000006
0.0679,5.33408384
0.1143,12.874709900000001
0.0948,8.600153599999999
0.33899999999999997,64.00205
0.28800000000000003,66.65061999999999
0.166,35.23319
0.563,178.1396
0.0446,3.2467292999999997
0.242,101.11140999999999
0.64,207.2482
0.409,112.3053
0.495,177.6693
0.04178,3.6001053
0.04881,4.545884099999999
0.06,6.189392
0.0696,7.743492999999999
0.0811,9.740486
0.0769,7.79430132
0.03,2.4552389999999997
1.046,384.843
0.7903,240.503
0.1968,33.60134
0.2799,57.011
0.067,6.766589
0.2962,49.532
0.991,303.137
0.031,2.576549
0.11599999999999999,18.596107999999997
0.0538,3.5484657
0.077,7.812539999999999
0.087,9.37647
0.2514,45.153999999999996
0.384,85.31200000000001
0.509,130.194
0.182,36.445171
0.091,9.751961999999999
0.4988,125.63243
2.42,1000.0
0.126,20.995694
0.028999999999999998,2.2110990000000004
0.048,4.617534
0.081,10.198545
0.1028,10.5016
0.1652,21.40239
2.16,1002.0
0.23600000000000002,40.101371
0.04852,3.2346996
0.0553,5.714932
0.0929,12.4417
0.12,18.16406
0.42700000000000005,122.3874
0.718,267.291
0.08,9.434150500000001
0.035,2.1549099999999997
0.068,5.8599440000000005
0.084,8.13123
0.1352,17.815815
0.1171,15.7259
0.094,13.722341
0.64,242.4613
0.06067,4.8854892
0.0781,7.340711
0.0818,8.884911599999999
0.0274,1.5449298
0.04501,3.57878087
0.11699999999999999,13.4845
0.187,27.4029
0.287,52.0902
0.386,81.0659
0.0474,3.5224991
0.0648,7.052460000000001
0.0792,9.52355
0.0372,3.07222
0.0491,4.64489
0.0175,0.9867872999999999
0.128,20.837846
0.034,2.382961
0.063,5.902206
0.051,5.169796
0.052000000000000005,4.224537000000001
0.18100000000000002,27.434389000000003
0.25,44.552169
0.13,17.91323
0.163,25.216751000000002
0.48100000000000004,114.73635
0.6759999999999999,191.2318
0.14,19.24
0.225,38.91
0.0273,1.592851
0.0731,6.246580000000001
0.0936,24.736959
0.02675,3.7779309999999997
0.0464,3.91405
0.043,2.14878
3.2,2774.0
1.82,1982.0
1.6130000000000002,760.0
0.53,121.71
1.68,677.7999900000001
0.0326,2.647298
0.063,4.511164
0.023,1.6753727999999999
5.35,5573.55
3.43,2883.5
2.6,3285.0
2.3,1788.5
4.5,4927.5
2.59,2557.0
2.17,1224.0
0.02383,1.2119189
0.0434,3.1012779999999998
0.0473,4.0144462999999995
0.02289,1.4324752
0.03035,1.689868
0.051,3.9791
0.051,3.6772400000000003
0.0308,2.4855335
0.652,138.317
0.828,282.5255
0.03734,3.1606296
0.19,25.261999999999997
0.36,66.5419
0.46,98.2114
0.0044,0.09070629
0.0102,0.322964
0.06,4.4264
0.031760000000000004,2.1461
5.5,4850.0
0.0485,11.186
0.02332,1.4200242
0.02153,1.33711647
0.03783,2.5079203999999997
0.028030000000000003,1.8053563999999998
0.04127,2.8792318999999997
5.3,4343.5
0.0496,9.8658
0.03,1.796
0.055,4.2
0.0968,10.79
0.01111,1.51087081
0.01521,2.4218233
0.02144,4.0496099999999995
0.02817,6.099615
0.0371,9.20669
0.0451,12.35294
0.69,198.4
1.37,559.3
1.4140000000000001,562.0
0.21,26.468000000000004
0.42200000000000004,101.54
0.02282,1.30618581
0.02459,1.48224686
5.9,5840.0
2.8,1916.25
1.7,1170.0
0.057,4.927
0.03889,2.5199453999999997
0.03781,3.0927616
0.01985,0.925542
0.02918,1.7554136999999999
0.075,7.87288
0.055,5.72149
0.05885,4.54216875
0.02851,1.5487743
0.05453,4.0460435
0.0363,2.49979
0.0514,3.6112705999999997
0.02544,1.2749255
0.04263,2.9776412
0.0449,3.37265
0.0449,3.2888
0.052000000000000005,4.178062000000001
0.0628,5.748145
0.1012,11.550980000000001
0.0607,5.322023000000001
0.067,7.133521000000001
0.0345,2.1764229999999998
0.0243,1.4013794
0.0661,5.215357
0.0494,3.634433
0.062,5.924262000000001
0.0323,2.2359835
0.0469,3.310651
0.0347,2.052868
0.0316,2.2783152
0.0261,1.7690381000000002
0.0549,4.60273
0.055,4.533471
0.048,3.3326089999999997
0.0453,3.8361690000000004
0.0499,3.951623
0.0517,3.656333
0.0538,3.8404010000000004
0.0452,3.7684952000000003
0.0673,5.4060425
0.0871,9.62468
0.0266,1.6096883999999998
0.02818,1.7771255000000001
0.04823,3.4655089999999995
0.0365,2.0219596
0.0519,4.153658
0.0337,2.34478022
0.0694,5.477433
0.0248,1.38665318
0.0559,4.2337
0.01634,0.78883899
0.03138,2.1522259999999998
0.06,4.899628400000001
0.052000000000000005,4.322482
0.0376,2.9444256
0.04469,3.4088300000000005
0.04659,3.4059095999999998
0.02677,1.53736596
0.0446,3.5774690000000002
0.0486,4.0552589999999995
1.07,421.0
0.0561,4.9816819
0.0142,0.813475
0.034730000000000004,2.4238039000000002
0.02335,1.43036763
1.393,588.5
0.0267,1.6284279
0.0272,1.7497798
0.041010000000000005,3.3098443
3.73,2840.0
0.03769,2.83891856
0.0697,7.9195850000000005
0.02648,1.5732918
0.0334,2.3114242999999997
0.0617,4.9546415999999995
0.04853,3.7130203
0.0375,2.484193
0.033,1.809886
5.28,4323.0
0.0344,3.06785234
0.03908,2.7164762000000002
0.059000000000000004,4.971252
0.0771,8.5234865
0.039,2.6556777
0.0427,3.3564227
0.0562,3.916243
0.037000000000000005,2.798581
0.0348,2.1746742
0.04211,2.7325321
0.0335,2.0083900000000003
0.0453,3.4252602
0.03762,2.96264036
0.047,3.352057
0.01855,1.0187068000000001
0.0375,4.8869
0.08900000000000001,17.8719
0.47,217.21
0.0571,6.001180000000001
0.03673,2.61585922
0.13,18.157
0.4756,120.8
0.0515,4.1877558
0.0815,3.7650007000000003
0.01557,1.9687599999999998
0.0209,3.06008
0.02764,4.65627
1.2,380.8
1.46,628.96
1.7,605.2
9.1,7665.0
1.4,522.3
1.3,417.9
3.39,2502.0
1.93,594.9
1.19,428.5
2.05,903.3
1.24,415.2
2.17,964.6
2.65,1285.0
1.1,357.8
1.9,530.32
6.1,3186.0
1.1,277.02
0.83,187.83
3.9,1630.0
0.06838999999999999,6.2679
4.43,3117.0
0.2196,39.8458
0.4123,102.54
0.049,3.3124568
0.5379999999999999,162.87
1.334,636.13
0.133,20.0
0.243,49.41
1.17,305.5
0.059222,4.617033
0.827774,241.25799999999998
2.51329,1276.46
0.68,136.75
